Carimbo de data/hora,Endereço de e-mail,Qual é a sua idade?,Gênero,Quais plataformas de mídia social você costuma usar?,Cidade onde Mora,Sexo,Está empregado,Qual sua renda mensal bruta para custo de vida,Você têm religião?,Qual sua religião?,Qual é o tempo médio que você passa nas redes sociais todos os dias em horas?,"Numa escala de 1 a 5, quão facilmente você se distrai?  (Sendo 1 pouco e 5 muito)  ",Você acha difícil se concentrar nas coisas?    ,Pratica esporte com que frequência mensal?,Com que frequência você se distrai com as redes sociais quando está ocupado fazendo alguma coisa?,Com que frequência você se sente deprimido ou está deprimido?    ,Com que frequência você usa mídias sociais sem um propósito específico?,"Numa escala de 1 a 5, com que frequência você se compara a outras pessoas de sucesso através do uso das redes sociais?",Como você se sente quando vê publicações de pessoas mostrando vidas aparentemente perfeitas?,"Como você se sente ao receber poucos ""likes"" em suas postagens?",Você sente que o uso das redes sociais impacta seu humor de forma positiva ou negativa?,Dificuldade para dormir,Qual o impacto que você acredita que as redes sociais causam em você? (sendo 1 muito negativo e 5 muito positivo ),Você acha que passa mais tempo nas redes sociais do que gostaria? ,Como você reage quando vê comentários negativos ou críticas em suas postagens?,"Com que frequência você busca validação por meio de ""curtidas"" ou outros recursos das redes sociais?",Com que frequência você usa mídias sociais sem um propósito específico? ,Você já experimentou sentimentos de inveja ou inferioridade ao se comparar com outras pessoas nas redes? (Ex.: Aquele momento em que você abre a rede social do amigo e pensa dei errado para caramba),Já foi diagnosticado por um profissional com algum dos itens: [Nenhum],Já foi diagnosticado por um profissional com algum dos itens: [Depressão],Já foi diagnosticado por um profissional com algum dos itens: [Ansiedade],Já foi diagnosticado por um profissional com algum dos itens: [Estresse],Já foi diagnosticado por um profissional com algum dos itens: [TDAH],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno Bipolar],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno de ansiedade social :],"Já foi diagnosticado por um profissional com algum dos itens: [Fobia de Perda de Conexão ( Ansiedade relacionada à ausência de acesso ao celular ou redes sociais, causando angústia e desconforto.]",Já foi diagnosticado por um profissional com algum dos itens: [Transtorno Obsessivo-Compulsivo (TOC)],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno de Estresse Pós-Traumático (TEPT)],Já foi diagnosticado por um profissional com algum dos itens: [Dislexia]
2024-11-18 20:04:40,coffeydiana@example.com,50.0,Masculino,sdv-pii-qdx2g,sdv-pii-x27kw,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,,5.0,2.0,3,Até 4 vezes,5,2.0,5.0,3.0,3.0,5.0,Negativa,Nenhuma,3,Sim,Penso sobre a critica,1.0,1.0,,False,False,False,False,False,False,False,False,False,False,False
2024-11-16 12:26:43,christopher66@example.org,60.0,Masculino,sdv-pii-5ktee,sdv-pii-smauy,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,3.0,4.0,1,Nenhuma,3,0.0,4.0,1.0,,5.0,Positiva,Muita,4,Sim,Indiferente,2.0,1.0,Não,True,False,True,False,True,False,False,False,False,False,False
2024-11-16 09:53:47,stonejeffrey@example.com,60.0,Masculino,sdv-pii-vlnrx,sdv-pii-4ax6c,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,5.0,1.0,3,Até 4 vezes,5,,4.0,1.0,1.0,4.0,Positiva,Nenhuma,3,Sim,Ansioso,3.0,1.0,,True,True,True,False,False,False,False,False,False,False,False
2024-11-16 12:26:28,parkjulia@example.com,47.0,Masculino,sdv-pii-zfblq,sdv-pii-lg53y,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,2.0,3.0,1,Todos os dias,4,4.0,0.0,1.0,4.0,3.0,Negativa,Nenhuma,4,Não,Indiferente,2.0,3.0,,False,False,False,True,False,False,False,False,False,False,False
2024-11-16 08:56:56,mercadonancy@example.net,60.0,Masculino,sdv-pii-jd5i8,sdv-pii-0i9a8,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,4.0,2.0,3,Até 4 vezes,2,0.0,1.0,3.0,3.0,5.0,,Quando fico no cel à noite .,3,Sim,Penso sobre a critica,0.0,1.0,,True,False,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,robertrangel@example.org,60.0,Masculino,sdv-pii-uglnq,sdv-pii-z8pcr,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,1.0,5.0,1,Todos os dias,2,4.0,1.0,2.0,4.0,3.0,,Muita,3,Não,Ansioso,0.0,2.0,Sim,False,False,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,david01@example.com,46.0,Masculino,sdv-pii-6ojxy,sdv-pii-hp0di,Cisgênero (é o sexo que nasceu),Sim,Até 20 mil,,Evangélico,1.0,2.0,1,Até 4 vezes,1,0.0,1.0,5.0,4.0,5.0,Positiva,Nenhuma,3,Sim,,1.0,1.0,Não,False,False,False,False,False,False,False,False,False,False,False
2024-11-16 09:37:30,emily21@example.com,60.0,Masculino,sdv-pii-1epm7,sdv-pii-9bu65,Cisgênero (é o sexo que nasceu),Não,Atè 10 mil,Sim,,2.0,1.0,1,Todos os dias,2,1.0,2.0,4.0,4.0,2.0,Positiva,Muita,4,Sim,Indiferente,0.0,1.0,,True,False,True,False,False,False,False,False,False,False,False
2024-11-16 21:47:48,gfleming@example.com,46.0,Masculino,sdv-pii-f707t,sdv-pii-l4cff,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,5.0,3.0,2,Nenhuma,4,0.0,3.0,1.0,1.0,2.0,Positiva,Nenhuma,4,Não,Penso sobre a critica,2.0,,,True,False,False,False,False,False,False,False,False,False,False
2024-11-17 13:14:24,tuckeranthony@example.org,49.0,Masculino,sdv-pii-3yb7b,sdv-pii-rsobd,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Católico,5.0,5.0,1,Nenhuma,5,0.0,1.0,1.0,4.0,5.0,Negativa,Nenhuma,3,Não,Triste,2.0,4.0,Não,False,True,False,False,False,False,False,False,False,False,False
2024-11-16 10:48:51,ryangray@example.org,19.0,Masculino,sdv-pii-ol73p,sdv-pii-hufl2,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,3.0,3.0,5,Nenhuma,3,0.0,1.0,2.0,,4.0,Negativa,Nenhuma,3,Não,Indiferente,2.0,1.0,,False,True,True,False,False,False,False,False,False,False,True
2024-11-16 14:48:29,daniellehernandez@example.org,20.0,Masculino,sdv-pii-nzfuk,sdv-pii-r8s6h,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,1.0,1,Todos os dias,1,0.0,4.0,1.0,4.0,3.0,Positiva,Muita,3,Não,Penso sobre a critica,3.0,3.0,,False,True,False,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,tracy37@example.org,34.0,Masculino,sdv-pii-kr9pj,sdv-pii-9dfsq,Cisgênero (é o sexo que nasceu),Sim,Superior 30 mil,Não,Evangélico,1.0,3.0,3,Até 4 vezes,1,1.0,3.0,1.0,3.0,5.0,Positiva,Nenhuma,3,Não,Penso sobre a critica,1.0,5.0,,False,False,True,True,False,False,False,False,False,False,False
2024-11-16 08:56:56,hallbarbara@example.net,48.0,Masculino,sdv-pii-4j1my,sdv-pii-wlbyh,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,2.0,3.0,2,Até 4 vezes,3,2.0,5.0,1.0,3.0,3.0,Negativa,Nenhuma,3,Não,Indiferente,1.0,5.0,,True,False,False,True,False,False,False,False,False,False,False
2024-11-16 08:56:56,deleontyler@example.com,49.0,Masculino,sdv-pii-k54c3,sdv-pii-a5ii1,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Católico,1.0,2.0,1,Nenhuma,3,1.0,2.0,4.0,3.0,3.0,Negativa,Quando fico no cel à noite .,4,Não,Indiferente,0.0,3.0,Não,True,True,False,False,False,False,False,False,False,False,False
2024-11-16 09:21:19,jeffrey16@example.net,39.0,Masculino,sdv-pii-22dj9,sdv-pii-0vu8u,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Outros,3.0,3.0,4,Até 4 vezes,2,0.0,2.0,1.0,,3.0,Negativa,Nenhuma,3,Não,Indiferente,1.0,,,False,False,False,False,False,False,False,False,False,False,False
2024-11-16 11:44:01,rmartinez@example.com,35.0,Masculino,sdv-pii-ypjee,sdv-pii-b7z4m,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,2.0,3,Nenhuma,3,1.0,1.0,1.0,4.0,3.0,Positiva,Nenhuma,3,Não,Indiferente,0.0,3.0,,False,False,True,False,False,False,False,False,False,False,False
2024-11-16 12:01:55,emarshall@example.com,31.0,Masculino,sdv-pii-kwjiq,sdv-pii-ppvvu,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Não,Católico,2.0,4.0,1,Até 4 vezes,1,4.0,2.0,1.0,2.0,5.0,Positiva,Nenhuma,4,Não,Indiferente,1.0,1.0,,True,True,True,False,True,False,False,False,False,False,False
2024-11-16 08:56:56,cookcurtis@example.net,54.0,Masculino,sdv-pii-8b5kb,sdv-pii-p9ox4,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,5.0,3.0,1,Até 4 vezes,2,1.0,0.0,3.0,5.0,1.0,Positiva,Quando fico no cel à noite .,4,Não,,0.0,1.0,,False,False,False,False,False,False,False,False,False,False,False
2024-11-16 11:37:59,rebecca72@example.net,29.0,Masculino,sdv-pii-sasdp,sdv-pii-0kncp,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Não,Católico,3.0,4.0,3,Todos os dias,1,2.0,2.0,3.0,5.0,,Positiva,Nenhuma,3,Sim,Penso sobre a critica,2.0,1.0,,False,False,True,True,False,False,False,False,False,False,False
2024-11-16 08:56:56,hprince@example.com,36.0,Masculino,sdv-pii-wy2t2,sdv-pii-ubgyi,Cisgênero (é o sexo que nasceu),Não,Atè 10 mil,Sim,Evangélico,5.0,3.0,2,Nenhuma,1,0.0,5.0,1.0,3.0,5.0,Positiva,Nenhuma,3,Sim,Indiferente,0.0,1.0,Não,False,True,False,False,False,False,False,False,False,False,False
2024-11-16 14:42:11,wcole@example.net,38.0,Masculino,sdv-pii-18f2x,sdv-pii-7bp7c,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,5.0,5.0,2,Até 4 vezes,2,0.0,4.0,2.0,4.0,4.0,Positiva,Nenhuma,3,Sim,Penso sobre a critica,0.0,3.0,Não,False,True,False,False,False,False,False,False,False,False,False
2024-11-16 22:15:37,courtney98@example.org,46.0,Masculino,sdv-pii-4e952,sdv-pii-ztgh1,Cisgênero (é o sexo que nasceu),Não,Atè 10 mil,Sim,Evangélico,3.0,4.0,5,Até 4 vezes,2,3.0,4.0,1.0,5.0,5.0,Positiva,Nenhuma,4,Sim,Ansioso,0.0,1.0,,False,False,True,False,False,False,False,False,False,False,False
2024-11-16 20:42:16,kelly73@example.org,24.0,Masculino,sdv-pii-0x3c4,sdv-pii-tb7fg,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,4.0,4.0,3,Até 4 vezes,1,0.0,2.0,1.0,3.0,3.0,Positiva,Nenhuma,3,Sim,Triste,2.0,3.0,,False,False,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,matthewbishop@example.net,60.0,Masculino,sdv-pii-2q4do,sdv-pii-7ecds,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Não,Católico,3.0,4.0,5,Até 4 vezes,2,,5.0,3.0,5.0,1.0,Positiva,Nenhuma,5,Sim,Indiferente,0.0,1.0,Não,False,False,True,True,False,False,False,False,False,False,False
2024-11-16 09:02:18,stefanie78@example.net,46.0,Masculino,sdv-pii-6n8ye,sdv-pii-ulqcd,Cisgênero (é o sexo que nasceu),Não,Até 3 mil,Sim,Evangélico,1.0,4.0,1,Até 4 vezes,1,1.0,2.0,4.0,4.0,5.0,Positiva,Nenhuma,2,Não,Indiferente,2.0,3.0,,True,True,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,kristibrown@example.org,56.0,Masculino,sdv-pii-enqoa,sdv-pii-tq8k3,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,2.0,3.0,2,Todos os dias,3,2.0,2.0,2.0,1.0,1.0,Negativa,Muita,3,Não,Indiferente,1.0,5.0,Sim,False,False,False,False,False,True,False,False,False,False,False
2024-11-17 17:38:22,hilljohn@example.net,24.0,Masculino,sdv-pii-msn2o,sdv-pii-0iuro,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,3.0,2.0,1,Até 4 vezes,5,2.0,5.0,1.0,3.0,4.0,Positiva,Nenhuma,4,Não,Indiferente,0.0,2.0,,True,False,True,False,False,False,False,False,False,False,False
2024-11-16 16:14:46,qsanders@example.org,22.0,Masculino,sdv-pii-wuqpo,sdv-pii-mr4ei,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,,3.0,3.0,5,Até 4 vezes,4,0.0,1.0,1.0,3.0,5.0,,Nenhuma,4,Não,Indiferente,2.0,3.0,,False,True,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,everettkatherine@example.com,51.0,Masculino,sdv-pii-2kpzl,sdv-pii-xtfyi,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,3.0,5,Até 4 vezes,2,2.0,4.0,1.0,3.0,5.0,,Nenhuma,5,Não,Indiferente,2.0,1.0,Não,False,False,False,True,False,False,False,False,False,False,False
2024-11-16 08:56:56,powelldavid@example.net,20.0,Masculino,sdv-pii-gj6l6,sdv-pii-dl31q,Cisgênero (é o sexo que nasceu),Sim,,Sim,,3.0,3.0,4,Até 8 vezes,2,3.0,1.0,4.0,4.0,5.0,Negativa,Nenhuma,4,Não,Indiferente,3.0,3.0,Não,True,False,False,False,False,False,False,False,False,False,False
2024-11-16 12:58:24,kennethmorrow@example.net,60.0,Masculino,sdv-pii-kbiz5,sdv-pii-a28lg,Cisgênero (é o sexo que nasceu),Sim,,Sim,,3.0,3.0,1,Até 4 vezes,1,3.0,1.0,2.0,5.0,5.0,Positiva,Nenhuma,3,Não,Penso sobre a critica,2.0,4.0,,True,False,False,False,False,False,False,False,False,False,False
2024-11-17 04:58:07,vmiller@example.com,41.0,Masculino,sdv-pii-lt24v,sdv-pii-f7pal,Cisgênero (é o sexo que nasceu),Não,Atè 10 mil,Sim,Evangélico,5.0,3.0,1,Até 8 vezes,4,2.0,2.0,5.0,4.0,2.0,Positiva,Nenhuma,5,Sim,,0.0,3.0,Não,False,False,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,devon11@example.com,39.0,Masculino,sdv-pii-1e9i4,sdv-pii-1xmxw,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,,4.0,1.0,2,Nenhuma,4,0.0,1.0,1.0,2.0,5.0,Negativa,Muita,4,Sim,Penso sobre a critica,1.0,3.0,Sim,True,True,True,False,False,False,False,False,False,False,False
2024-11-16 20:43:52,wquinn@example.org,60.0,Masculino,sdv-pii-ckwml,sdv-pii-bz6el,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,,Creio em Deus,2.0,4.0,1,Todos os dias,5,2.0,2.0,4.0,1.0,5.0,Positiva,Nenhuma,3,Não,Triste,2.0,0.0,,False,False,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,georgesnyder@example.com,31.0,Masculino,sdv-pii-om28w,sdv-pii-yo1qa,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Católico,5.0,1.0,3,Nenhuma,2,0.0,1.0,2.0,4.0,5.0,Positiva,Nenhuma,3,Não,Indiferente,2.0,0.0,,False,False,False,False,True,False,False,False,False,False,False
2024-11-16 21:56:33,kristiellis@example.com,55.0,Masculino,sdv-pii-bs9wk,sdv-pii-jrey1,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,Católico,4.0,4.0,2,Todos os dias,1,0.0,4.0,2.0,3.0,5.0,Positiva,Nenhuma,3,Não,,1.0,0.0,,True,False,False,True,False,False,False,False,False,False,False
2024-11-16 08:56:56,oscardiaz@example.net,19.0,Masculino,sdv-pii-nhkxd,sdv-pii-9w7wn,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,3.0,4.0,2,Até 4 vezes,1,2.0,2.0,3.0,3.0,3.0,Positiva,Nenhuma,3,Não,Indiferente,1.0,,Sim,False,False,True,False,False,False,False,False,False,False,False
2024-11-18 21:19:23,emullins@example.org,34.0,Masculino,sdv-pii-gvkaq,sdv-pii-jmh7n,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,4.0,3,Até 4 vezes,3,0.0,4.0,1.0,4.0,3.0,Positiva,Nenhuma,3,Sim,Indiferente,2.0,2.0,,True,False,True,False,False,False,False,False,False,False,False
2024-11-16 08:56:56,taraaguirre@example.org,27.0,Masculino,sdv-pii-zaqye,sdv-pii-wd03v,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,,2.0,3,Até 4 vezes,4,3.0,4.0,5.0,3.0,4.0,Positiva,Nenhuma,3,Sim,Indiferente,2.0,,Não,True,False,False,True,False,False,False,False,False,False,False
2024-11-16 08:56:56,ugalvan@example.net,53.0,Masculino,sdv-pii-08iec,sdv-pii-hcloq,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,2.0,4.0,3,Até 4 vezes,2,0.0,2.0,1.0,3.0,5.0,Positiva,Nenhuma,1,Não,Triste,0.0,0.0,,True,True,False,False,True,False,False,False,False,True,False
2024-11-16 09:28:08,kenneth07@example.net,45.0,Masculino,sdv-pii-bcqb2,sdv-pii-yktbi,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,,6.0,4.0,1,Até 4 vezes,2,4.0,2.0,5.0,5.0,3.0,Positiva,Nenhuma,3,Não,Indiferente,1.0,1.0,,False,False,False,False,False,False,False,False,False,False,False
2024-11-18 03:37:45,kevinstokes@example.net,60.0,Masculino,sdv-pii-8yr1e,sdv-pii-71kn9,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,3.0,1.0,1,Até 4 vezes,1,0.0,2.0,1.0,5.0,3.0,Positiva,Nenhuma,3,Não,,2.0,1.0,,False,False,True,False,False,False,False,False,False,False,False
2024-11-16 16:57:35,bgeorge@example.com,40.0,Masculino,sdv-pii-h2kb8,sdv-pii-n2n68,Cisgênero (é o sexo que nasceu),Sim,Superior 30 mil,Não,Evangélico,1.0,5.0,3,Todos os dias,3,2.0,2.0,5.0,4.0,3.0,Negativa,Nenhuma,3,Não,Penso sobre a critica,0.0,,,False,False,False,False,True,False,False,False,False,False,False
2024-11-16 10:47:15,todd13@example.net,21.0,Masculino,sdv-pii-lmqdh,sdv-pii-r7307,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,3.0,5.0,5,Nenhuma,2,1.0,2.0,2.0,3.0,5.0,Negativa,Muita,3,Não,Penso sobre a critica,2.0,3.0,,True,False,False,False,False,False,False,False,False,False,False
2024-11-16 10:43:16,ahall@example.net,19.0,Masculino,sdv-pii-c360f,sdv-pii-bi27n,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,5.0,1.0,3,Todos os dias,1,2.0,3.0,1.0,4.0,5.0,Positiva,Nenhuma,3,Sim,Triste,,4.0,,False,True,True,True,False,False,False,False,False,False,False
