,Carimbo de data/hora,Endereço de e-mail,Qual é a sua idade?,Gênero,Quais plataformas de mídia social você costuma usar?,Cidade onde Mora,Sexo,Está empregado,Qual sua renda mensal bruta para custo de vida,Você têm religião?,Qual sua religião?,Qual é o tempo médio que você passa nas redes sociais todos os dias em horas?,"Numa escala de 1 a 5, quão facilmente você se distrai?  (Sendo 1 pouco e 5 muito)  ",Você acha difícil se concentrar nas coisas?    ,Pratica esporte com que frequência mensal?,Com que frequência você se distrai com as redes sociais quando está ocupado fazendo alguma coisa?,Com que frequência você se sente deprimido ou está deprimido?    ,Com que frequência você usa mídias sociais sem um propósito específico?,"Numa escala de 1 a 5, com que frequência você se compara a outras pessoas de sucesso através do uso das redes sociais?",Como você se sente quando vê publicações de pessoas mostrando vidas aparentemente perfeitas?,"Como você se sente ao receber poucos ""likes"" em suas postagens?",Você sente que o uso das redes sociais impacta seu humor de forma positiva ou negativa?,Dificuldade para dormir,Qual o impacto que você acredita que as redes sociais causam em você? (sendo 1 muito negativo e 5 muito positivo ),Você acha que passa mais tempo nas redes sociais do que gostaria? ,Como você reage quando vê comentários negativos ou críticas em suas postagens?,"Com que frequência você busca validação por meio de ""curtidas"" ou outros recursos das redes sociais?",Com que frequência você usa mídias sociais sem um propósito específico? ,Você já experimentou sentimentos de inveja ou inferioridade ao se comparar com outras pessoas nas redes? (Ex.: Aquele momento em que você abre a rede social do amigo e pensa dei errado para caramba),Já foi diagnosticado por um profissional com algum dos itens: [Nenhum],Já foi diagnosticado por um profissional com algum dos itens: [Depressão],Já foi diagnosticado por um profissional com algum dos itens: [Ansiedade],Já foi diagnosticado por um profissional com algum dos itens: [Estresse],Já foi diagnosticado por um profissional com algum dos itens: [TDAH],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno Bipolar],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno de ansiedade social :],"Já foi diagnosticado por um profissional com algum dos itens: [Fobia de Perda de Conexão ( Ansiedade relacionada à ausência de acesso ao celular ou redes sociais, causando angústia e desconforto.]",Já foi diagnosticado por um profissional com algum dos itens: [Transtorno Obsessivo-Compulsivo (TOC)],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno de Estresse Pós-Traumático (TEPT)],Já foi diagnosticado por um profissional com algum dos itens: [Dislexia]
10,16/11/2024 08:56:56,mowens@example.net,37.0,Masculino,sdv-pii-uw8g2,sdv-pii-6ur0h,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,1.0,3.0,5,Todos os dias,1,2.0,3.0,1.0,4.0,5.0,Negativa,Nenhuma,3,Sim,Indiferente,0.0,5.0,,True,False,False,False,False,False,False,False,False,False,False
11,16/11/2024 11:21:25,orusso@example.net,50.0,Masculino,sdv-pii-ixqja,sdv-pii-cs1ky,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,1.0,4.0,1,Nenhuma,3,0.0,0.0,1.0,3.0,4.0,Positiva,Nenhuma,4,Não,Penso sobre a critica,0.0,1.0,,False,False,False,False,False,False,False,False,False,True,False
12,16/11/2024 08:56:56,benjamin69@example.org,19.0,Masculino,sdv-pii-mfd8m,sdv-pii-cm6o4,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Católico,2.0,5.0,1,Até 8 vezes,1,3.0,1.0,2.0,2.0,4.0,Positiva,Nenhuma,3,Sim,Indiferente,1.0,4.0,Não,True,False,True,False,False,False,False,False,False,False,False
13,16/11/2024 08:56:56,susangarcia@example.net,43.0,Masculino,sdv-pii-8qjbf,sdv-pii-l2ftv,Cisgênero (é o sexo que nasceu),Não,Atè 10 mil,Sim,Evangélico,2.0,3.0,2,Até 4 vezes,3,0.0,2.0,1.0,4.0,3.0,Positiva,Nenhuma,3,Sim,Ansioso,0.0,5.0,Não,False,True,True,False,False,True,False,False,False,False,False
14,17/11/2024 10:42:39,andrew15@example.com,38.0,Masculino,sdv-pii-ugstr,sdv-pii-ow77e,Não binário,Sim,Atè 10 mil,Sim,Evangélico,4.0,3.0,1,Até 4 vezes,2,0.0,0.0,2.0,4.0,3.0,Negativa,Muita,4,Não,,0.0,4.0,Não,True,True,True,True,False,False,False,False,False,False,False
15,16/11/2024 08:56:56,perkinsmatthew@example.net,47.0,Feminino,sdv-pii-fwsuw,sdv-pii-wc4po,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,4.0,3.0,1,Nenhuma,3,3.0,4.0,1.0,3.0,4.0,,Nenhuma,3,Sim,Triste,1.0,0.0,,False,False,False,False,False,False,False,False,False,False,False
16,16/11/2024 08:56:56,ygallagher@example.org,60.0,Masculino,sdv-pii-w4rsp,sdv-pii-n03h2,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Outros,2.0,3.0,2,Nenhuma,3,0.0,3.0,3.0,3.0,2.0,Positiva,Nenhuma,2,Sim,,1.0,2.0,,True,False,False,False,True,False,False,False,False,False,False
17,18/11/2024 12:04:04,joshuagrant@example.net,46.0,Feminino,sdv-pii-dfmps,sdv-pii-f06jf,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,nenhuma,3.0,5.0,3,Todos os dias,3,0.0,2.0,1.0,3.0,5.0,Positiva,Nenhuma,2,Não,Indiferente,1.0,0.0,,False,False,False,False,False,False,False,False,False,False,False
18,16/11/2024 08:56:56,robertsemily@example.org,44.0,Masculino,sdv-pii-975l7,sdv-pii-nb671,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,6.0,5.0,2,Até 4 vezes,1,0.0,0.0,1.0,3.0,3.0,Positiva,Nenhuma,3,Sim,Indiferente,3.0,4.0,,True,False,True,False,False,False,False,False,False,False,False
19,16/11/2024 13:04:12,torresrobert@example.net,60.0,Feminino,sdv-pii-5guu4,sdv-pii-ho6uy,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,4.0,2.0,2,Até 4 vezes,3,1.0,3.0,4.0,4.0,5.0,Negativa,Muita,3,Não,Indiferente,0.0,2.0,,True,False,True,False,False,False,False,False,False,False,False
20,16/11/2024 08:56:56,tyler47@example.net,34.0,Masculino,sdv-pii-2e80z,sdv-pii-w083b,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,nenhuma,6.0,1.0,4,Até 4 vezes,4,0.0,3.0,4.0,3.0,3.0,,Quando fico no cel à noite .,3,Sim,Estressado,2.0,2.0,Não,True,False,False,False,False,False,False,False,False,False,False
21,16/11/2024 08:56:56,mitchelljennifer@example.net,54.0,Masculino,sdv-pii-1jydq,sdv-pii-7v1r9,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,4.0,4.0,5,Todos os dias,1,0.0,3.0,3.0,1.0,3.0,Positiva,Nenhuma,3,Sim,Penso sobre a critica,1.0,1.0,,False,False,False,False,False,True,False,False,False,False,False
22,16/11/2024 08:56:56,briancurtis@example.com,52.0,Masculino,sdv-pii-g2sao,sdv-pii-1fvjh,Cisgênero (é o sexo que nasceu),Não,Superior 30 mil,Sim,Evangélico,2.0,2.0,1,Até 4 vezes,1,1.0,3.0,1.0,1.0,3.0,Positiva,Nenhuma,3,Não,,0.0,1.0,,False,False,True,False,False,False,False,False,False,False,False
23,16/11/2024 09:18:16,langchristina@example.net,53.0,Feminino,sdv-pii-nxa61,sdv-pii-xhqz1,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Outros,2.0,4.0,3,Até 4 vezes,3,1.0,2.0,2.0,2.0,3.0,Positiva,As vezes,3,Não,Penso sobre a critica,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False
24,16/11/2024 08:56:56,roseeric@example.org,57.0,Masculino,sdv-pii-scy7a,sdv-pii-ql1is,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,2.0,3.0,4,Até 4 vezes,3,2.0,3.0,1.0,4.0,1.0,Positiva,Muita,2,Não,Indiferente,1.0,3.0,,False,False,True,False,False,False,False,False,False,False,False
25,16/11/2024 21:22:52,ywood@example.net,60.0,Feminino,sdv-pii-ucecy,sdv-pii-vlwqq,Cisgênero (é o sexo que nasceu),Sim,Até 20 mil,Sim,Evangélico,5.0,3.0,1,Até 8 vezes,2,4.0,3.0,1.0,5.0,5.0,Positiva,Muita,3,Sim,Indiferente,3.0,3.0,,False,False,True,True,False,False,False,False,False,False,False
26,16/11/2024 08:56:56,blackapril@example.com,44.0,Masculino,sdv-pii-rs8wk,sdv-pii-jqlvl,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,3.0,3.0,2,Até 4 vezes,2,2.0,3.0,5.0,4.0,5.0,,Nenhuma,4,Não,Penso sobre a critica,2.0,1.0,,True,False,False,False,False,False,False,False,False,False,False
27,16/11/2024 08:56:56,wilsonjohn@example.com,41.0,Masculino,sdv-pii-5y3xf,sdv-pii-xf9zd,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,5.0,1,Até 4 vezes,4,0.0,1.0,2.0,3.0,2.0,Positiva,Nenhuma,3,Não,Penso sobre a critica,3.0,5.0,,False,False,True,False,False,False,False,False,False,False,False
28,16/11/2024 14:06:54,melissa72@example.org,39.0,Masculino,sdv-pii-8mikm,sdv-pii-va8cf,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,3.0,1.0,3,Até 4 vezes,1,0.0,0.0,2.0,4.0,3.0,Positiva,Nenhuma,3,Não,Indiferente,0.0,3.0,,True,False,True,False,False,False,False,False,False,False,False
29,16/11/2024 16:11:38,brookevasquez@example.net,24.0,Masculino,sdv-pii-iev8y,sdv-pii-okxz8,Cisgênero (é o sexo que nasceu),Sim,Até 20 mil,Não,Evangélico,3.0,3.0,2,Até 4 vezes,3,1.0,4.0,5.0,4.0,2.0,Positiva,Nenhuma,3,Sim,Indiferente,1.0,0.0,,True,True,True,False,False,False,False,False,False,False,False
30,16/11/2024 17:48:58,elizabeth87@example.org,19.0,Masculino,sdv-pii-y85zp,sdv-pii-7tqhs,Cisgênero (é o sexo que nasceu),Sim,,,Evangélico,3.0,2.0,2,Nenhuma,3,2.0,2.0,1.0,3.0,3.0,Positiva,Nenhuma,3,Não,Indiferente,0.0,1.0,,False,False,True,False,False,False,False,False,False,False,False
31,17/11/2024 09:48:46,ashleygross@example.net,60.0,Masculino,sdv-pii-4yv08,sdv-pii-9zluy,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,1.0,3.0,1,Todos os dias,3,0.0,2.0,1.0,1.0,1.0,Negativa,Nenhuma,4,Sim,Indiferente,,3.0,Sim,False,False,False,False,False,False,False,False,False,False,False
32,16/11/2024 08:56:56,yarias@example.org,60.0,Masculino,sdv-pii-1fv6u,sdv-pii-h6sxd,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,Evangélico,5.0,1.0,1,Até 4 vezes,3,1.0,4.0,1.0,4.0,1.0,Positiva,Nenhuma,3,Não,Indiferente,0.0,1.0,,True,False,True,False,False,False,False,False,False,False,False
33,16/11/2024 08:56:56,johnrobinson@example.com,35.0,Feminino,sdv-pii-pg2zq,sdv-pii-0d922,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,2.0,1,Até 4 vezes,3,0.0,5.0,2.0,2.0,1.0,Negativa,Nenhuma,3,Não,Indiferente,0.0,3.0,Não,True,False,True,True,False,False,False,False,False,False,False
34,16/11/2024 08:56:56,rossjames@example.org,21.0,Masculino,sdv-pii-ubfqc,sdv-pii-vd153,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,5.0,4.0,3,Todos os dias,2,2.0,0.0,1.0,3.0,3.0,Positiva,Nenhuma,3,Não,Penso sobre a critica,3.0,1.0,,False,True,False,False,False,False,False,False,False,False,False
35,16/11/2024 13:05:46,carlos14@example.com,56.0,Masculino,sdv-pii-xn1v9,sdv-pii-4qo4d,Cisgênero (é o sexo que nasceu),Sim,,Não,Evangélico,10.0,5.0,2,Todos os dias,1,0.0,5.0,2.0,4.0,5.0,Negativa,Nenhuma,3,Sim,Indiferente,1.0,,Sim,False,False,True,True,True,False,True,False,False,False,False
36,16/11/2024 13:46:40,crystalolson@example.net,34.0,Masculino,sdv-pii-behyd,sdv-pii-rjcre,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,3.0,4.0,3,Até 4 vezes,4,0.0,4.0,1.0,2.0,5.0,Negativa,Nenhuma,3,Sim,Indiferente,2.0,1.0,Não,False,False,False,False,False,True,False,False,False,False,False
37,16/11/2024 14:58:41,samanthakaiser@example.com,36.0,Masculino,sdv-pii-lxptk,sdv-pii-78iv2,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,2.0,5.0,5,Até 4 vezes,1,0.0,2.0,1.0,2.0,5.0,Positiva,Nenhuma,3,Não,Estressado,0.0,2.0,,False,True,True,False,False,False,False,False,False,False,True
38,16/11/2024 08:56:56,cthompson@example.net,22.0,Masculino,sdv-pii-xd6mk,sdv-pii-2682a,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,3.0,4.0,4,Até 4 vezes,4,0.0,2.0,5.0,4.0,1.0,Positiva,Nenhuma,3,Não,Penso sobre a critica,2.0,1.0,,True,False,False,False,False,False,False,False,False,False,False
39,16/11/2024 08:56:56,matthewbishop@example.net,60.0,Masculino,sdv-pii-2q4do,sdv-pii-7ecds,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Não,Católico,3.0,4.0,5,Até 4 vezes,2,,5.0,3.0,5.0,1.0,Positiva,Nenhuma,5,Sim,Indiferente,0.0,1.0,Não,False,False,True,True,False,False,False,False,False,False,False
40,18/11/2024 21:19:23,twilliams@example.org,53.0,Feminino,sdv-pii-8ihxd,sdv-pii-x11xl,Cisgênero (é o sexo que nasceu),Não,Atè 10 mil,Sim,Evangélico,1.0,1.0,3,Até 4 vezes,2,0.0,5.0,3.0,2.0,3.0,Negativa,Nenhuma,3,Sim,Triste,3.0,3.0,Sim,True,True,False,False,False,False,False,False,False,False,True
41,16/11/2024 08:56:56,cindywhite@example.net,50.0,Masculino,sdv-pii-zodyb,sdv-pii-zkhph,Cisgênero (é o sexo que nasceu),Não,Até 20 mil,Sim,Católico,1.0,3.0,3,Até 4 vezes,2,4.0,1.0,2.0,3.0,2.0,Positiva,Nenhuma,4,Sim,,0.0,1.0,,False,True,False,False,False,False,False,False,False,False,False
42,16/11/2024 08:56:56,julie54@example.com,42.0,Intersexo (popularmente conhecido como Hermafrodita),sdv-pii-sph0q,sdv-pii-5g7ph,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,2.0,2,Até 4 vezes,2,,2.0,4.0,1.0,5.0,Negativa,Nenhuma,3,Não,Triste,2.0,3.0,Não,True,True,False,True,False,False,False,False,False,False,False
43,17/11/2024 10:42:40,fsparks@example.org,40.0,Masculino,sdv-pii-yexih,sdv-pii-lmn8c,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Católico,4.0,1.0,3,Até 4 vezes,3,2.0,1.0,2.0,3.0,5.0,Negativa,Nenhuma,3,Não,Indiferente,0.0,1.0,Não,False,True,True,False,False,False,False,False,False,False,False
44,16/11/2024 13:07:33,jenna86@example.com,19.0,Masculino,sdv-pii-u75mu,sdv-pii-87hb3,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,7.0,,3,Até 4 vezes,4,1.0,4.0,1.0,4.0,2.0,,Nenhuma,3,Não,Indiferente,1.0,0.0,Não,True,False,True,False,False,False,False,False,False,False,False
45,16/11/2024 11:40:57,dorothyhardy@example.org,20.0,Masculino,sdv-pii-51oui,sdv-pii-y96aw,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Católico,4.0,2.0,3,Até 4 vezes,3,0.0,2.0,3.0,3.0,3.0,,Nenhuma,3,Sim,,,5.0,,True,False,True,False,False,False,False,False,False,False,False
46,16/11/2024 08:56:56,hollyjohnson@example.org,38.0,Feminino,sdv-pii-rvaxv,sdv-pii-11alg,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,3.0,3.0,4,Até 8 vezes,1,1.0,3.0,1.0,4.0,2.0,Positiva,Nenhuma,3,Sim,Triste,0.0,2.0,Sim,False,False,False,False,True,False,False,False,False,False,False
47,16/11/2024 08:56:56,smithlaura@example.net,20.0,Masculino,sdv-pii-l8wi0,sdv-pii-517n6,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,5.0,4.0,2,Nenhuma,3,1.0,3.0,1.0,3.0,3.0,Negativa,Nenhuma,3,Sim,Indiferente,3.0,1.0,,True,False,True,False,False,False,True,False,False,False,False
48,16/11/2024 08:56:56,jason25@example.org,43.0,Feminino,sdv-pii-pj4am,sdv-pii-fe2vi,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,1.0,2.0,1,Até 4 vezes,2,2.0,2.0,3.0,1.0,3.0,Positiva,Nenhuma,3,Sim,Indiferente,0.0,3.0,,False,False,True,False,False,False,False,False,False,False,False
49,16/11/2024 13:53:19,floresjames@example.com,19.0,Masculino,sdv-pii-psmpx,sdv-pii-lwegs,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,1.0,4.0,2,Até 8 vezes,2,2.0,0.0,2.0,4.0,5.0,Negativa,Nenhuma,3,Não,Indiferente,0.0,1.0,Não,False,False,False,False,False,False,False,False,False,False,False
50,16/11/2024 18:02:30,garciashane@example.net,35.0,Masculino,sdv-pii-71z0v,sdv-pii-8kc4n,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,6.0,2.0,2,Todos os dias,1,3.0,2.0,,4.0,3.0,Positiva,Quando fico no cel à noite .,3,Não,Indiferente,1.0,1.0,,False,False,False,False,False,False,False,False,False,False,False
51,16/11/2024 12:07:47,lauraguerra@example.org,57.0,Masculino,sdv-pii-k2x5v,sdv-pii-1ijut,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,3.0,1,Até 4 vezes,3,1.0,2.0,2.0,5.0,5.0,Positiva,Nenhuma,3,Não,Indiferente,2.0,2.0,Não,False,False,True,False,False,False,False,False,False,False,False
52,16/11/2024 08:56:56,kristinlevine@example.org,60.0,Feminino,sdv-pii-fav71,sdv-pii-5qrgs,Cisgênero (é o sexo que nasceu),Não,Até 3 mil,Sim,Evangélico,4.0,1.0,3,Até 4 vezes,3,2.0,2.0,1.0,4.0,,Positiva,Nenhuma,3,Não,Estressado,1.0,2.0,Não,False,False,False,False,False,False,False,False,False,False,False
53,16/11/2024 08:56:56,aaronhamilton@example.net,51.0,Feminino,sdv-pii-5iz94,sdv-pii-nvpas,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Creio em Deus,6.0,3.0,1,Até 4 vezes,2,0.0,5.0,1.0,3.0,1.0,Positiva,Nenhuma,3,Não,Triste,0.0,2.0,,True,True,True,False,False,False,False,False,False,False,False
54,16/11/2024 08:56:56,scottmerritt@example.com,23.0,Masculino,sdv-pii-17tcn,sdv-pii-oj5p8,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,3.0,5.0,4,Até 4 vezes,4,0.0,3.0,4.0,3.0,3.0,,Nenhuma,3,Não,Indiferente,0.0,2.0,,True,True,False,False,True,True,False,False,False,False,False
55,16/11/2024 23:42:16,wmartin@example.net,60.0,Masculino,sdv-pii-gicf6,sdv-pii-m36l3,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Não,Evangélico,4.0,2.0,1,Até 4 vezes,4,1.0,2.0,3.0,4.0,3.0,Positiva,Muita,4,Não,Indiferente,2.0,4.0,,False,False,True,False,False,False,False,False,True,False,False
56,16/11/2024 08:56:56,qliu@example.net,44.0,Masculino,sdv-pii-taibj,sdv-pii-f4qxl,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,3.0,3.0,1,Até 4 vezes,3,0.0,2.0,1.0,4.0,3.0,Positiva,Nenhuma,3,Não,Triste,0.0,3.0,,True,True,False,False,False,False,False,False,False,False,False
57,16/11/2024 10:20:19,alexanderknox@example.org,19.0,Feminino,sdv-pii-29zdz,sdv-pii-dy89g,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,Católico,3.0,5.0,3,Até 4 vezes,2,1.0,2.0,5.0,4.0,3.0,Positiva,Nenhuma,5,Não,Indiferente,1.0,2.0,Sim,True,True,False,False,False,False,False,False,True,False,False
58,16/11/2024 08:56:56,jon05@example.org,52.0,Masculino,sdv-pii-d6ept,sdv-pii-44z2x,Cisgênero (é o sexo que nasceu),Não,Até 3 mil,Sim,Católico,4.0,2.0,1,Nenhuma,3,3.0,4.0,1.0,5.0,,Positiva,Muita,3,Sim,Indiferente,2.0,1.0,,True,True,True,False,False,False,False,False,False,False,False
59,16/11/2024 08:56:56,edwardmcmillan@example.com,60.0,Feminino,sdv-pii-o17je,sdv-pii-mvtii,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Católico,1.0,5.0,1,Até 4 vezes,1,,2.0,1.0,1.0,3.0,Positiva,Nenhuma,3,Sim,Indiferente,3.0,4.0,Sim,False,False,True,False,False,False,False,False,False,False,False
